ticket_system,title,overall_text,pros_text,cons_text,overall_rating,ease_of_use,customer_service,features,value_for_money,likelihood_to_recommend,Ticket Creation and Assignment,Automated Ticket Routing,Status Tracking and Updates,Priority and SLA Management,Customer and Agent Portals,Knowledge Base Integration,Email Notifications and Alerts,Reporting and Analytics,Customizable Workflows,"Multi-Channel Support (Email, Chat, Phone)"
Jira Service Management,software para seguimiento de casos,Pros:Ambiente amigable para poder dar seguimiento a los temas actuales de los diferentes proyectos,Cons:Le falta estar mejor organizado con la finalidad dede encontrar de manera mas sencilla las diferentes actividades,,5,5,,5,,10,-1,0,1,1,0,0,0,0,0,0
Jira Service Management,A ton of functionality but not very intuitive,"Project management, task management, roadmap organization.","There is a lot of flexibility and features. You can set up different projects to serve different parts of your organization, not just the dev/product team. It's a good way to keep track of tasks and make sure all stakeholders know what the roadmap looks like and where any specific project is at. You can easily have a high level or granular view of projects/tasks and collaborate with others on them.","It's a bit of a learning curve getting into it. Unless you are specifically trained on a lot of the functionality, it's hard to move around within the software. I often find myself lost when trying to get to a project or manage a task because I didn't have a lot of training when I first started using Jira. It's not very intuitive for a user who hasn't been trained.",4,2,4,4,4,6,1,-1,0,0,0,0,0,0,1,0
Jira Service Management,"Have been using this for ticket management, then switched to SNOW","Pros:our company was sing Jira Service desk and I liked the software - friendly interface, easy to use.",Cons:Some features did not work well with the IE,,5,4,4,5,5,6,1,-1,0,0,1,0,0,0,0,0
Jira Service Management,Fast and painless setup,Pros:I was able to configure a service desk with SLAs and user base in minutes. Simplified interface for end users drives more usage,,,5,5,,5,5,,0,0,0,1,0,0,0,0,1,0
Jira Service Management,Perfect solution - for a small to mid-sized or even a large company.,"Pros:1. This application comes with all the usual Atlassian goodies - customizations of screens(what elements like dropdowns and their contents) to customization or workflows(screens and/or status).2. Plus the integrations, with other JIRA/Atlassian products is a major plus - not that it is hard to connect to other vendors' applications.3. Pricing is another major advantage. So even if you are a 10-15 member team in a big company or a 15 odd people company - you have the right pricing slot.4. Atlassian have also improved their security with whitelist and also with features for data collection/integration/gathering - you can be sure of the data security, with strict control on exposing only what is needed to external world.5. Ease of customization is also a major plus with this.",,,5,5,5,5,5,10,1,0,0,0,0,1,0,0,1,0
Jira Service Management,Excellent product,Pros:The scalability of jira is the best i each ad every aspect for an IT related as the Projects related to them are in team perspectives. So the main team leader can use the ticketing system for which jira is mainly known for and its vast usage capabilities. 100% would recommend to trust and invest at jira.,Cons:The UI can be a bit improved as its not very interesting for users.,,5,5,5,5,,10,1,0,0,0,1,0,-1,1,0,0
Jira Service Management,Setup is complicated but once deployed it does make life easier,Pros:Intergration with other solutions and data sources,Cons:The search function could be made more powerful..,,5,3,4,4,3,7,-1,0,0,0,0,1,0,0,0,0
Jira Service Management,"a very simple, efficient way of providing service support",Pros:- very easy to set up and fast time to benefits. We use JIRA for issue tracking so it's a perfect way of keeping track of the correlation between issue logging and support delivery,Cons:- the customer portal is not great; we used it for a period but switched to another system shortly after,,3,3,,4,,7,1,0,0,0,-1,1,0,0,0,0
Jira Service Management,Jira SManagement,"Essa ferramenta foi muito bem desenvolvida, muito prática e de fácil compreensão.","Praticidade, facilidade de acesso e rapidez","Dos poucos meses que estou utilizando a ferramenta, não tenho nada para reclamar.",5,5,4,4,5,8,1,1,0,0,1,0,0,0,0,0
Jira Service Management,Another great product from Atlassian,"Pros:Much like all Atlassian products, you get a full featured platform that gives you more options for customization that a person could imagine. Integrates well with their other offerings which allows for a well rounded software suite.","Cons:The learning curve can be a little high due to all that is offered to you. Other than that, it does all that you will need it to.",,5,4,,5,,8,-1,0,0,0,0,1,0,0,1,0
Jira Service Management,Recommend to most companies,Pros:This is an affordable solution to any kind of business who needs a customer service platform. It's necessary for keeping clients and our staff connected.,Cons:It can take quite a while to get used to all the features and settings. Once our IT held a series of mandatory trainings we all figured it out.,,4,4,,3,,8,1,0,0,0,1,0,-1,0,0,1
Jira Service Management,Top produit,Pros:C'est un logiciel de management très complet et propose des solutions adaptées aux entreprises et très professionnel.,Cons:J'adore son simplicité et sa facilité d'utilisation.,,4,4,4,4,4,9,-1,0,0,0,0,0,0,0,1,0
Jira Service Management,"With JSD = , without JSD =","Before JIRA Service Desk we were stacked. No KPIs, so no SLAs; no real time reports, no ability to comply with any customer's customization request.JSD helped us to revert this situation in just a few clicks. We ran the migration tool with our legacy system data and, voilà.... JSD working....We have now:- Accurate KPIs which allow us to comply real SLAs with our customers.- Real time information - what is going on at any time: that means we can also react quickly to avalanche's situations.- Real flexibility to adapt the customer portal to our customers' requests, adding new custom fields or just only making visible the existing ones.- And the most important: we've got happy customers. This is real value !!!As a customer support manager, I also like the Dashboards... and, believe me, their are also very useful for the technical staff...",,,5,5,5,,,,-1,0,0,1,0,0,0,1,0,0
Jira Service Management,Recommended software,"Pros:Jira Service Desk is amazing ticketing system, it's easy to track and deal with issues and it has a great deal of customization for better fitting the company's needs. It's a very flexible and intuitive tool.","Cons:Searching tickets can be a bit of a challenge if you have lost/forgotten the ticket number, but still not impossible.It's orientated more towards the larger companies and smaller ones may needs to opt for a different software",,5,5,5,5,5,,1,0,1,0,0,0,0,1,1,-1
Jira Service Management,Simple Tool for Project Ticketing,Pros:Our outsourced IT guy uses this software to manage our help request tickets an edit is so simple. Really easy to open new tickets and include all the information including attached files and images. You can see what has been resolved and how long outstanding tickets have been open.,Cons:No real cons but this could offer more. Perhaps including a time log so you can see the working hours that have been done on each ticket.,,5,5,5,5,,9,1,0,1,0,0,0,1,0,-1,0
Jira Service Management,Great and Easy to Use!,"Pros:* Simple, elegant interface that has a quick learning curve* Powerful workflow engine that allows for heavy customization of process* Great integration with .NET tooling* Automation makes special processes simple.* No charge for users, only for agents was a positive as we have a very small number of agents, but a very large customer base.* Easy and powerful reporting tools made communication with management easy.Cons:* Administration can be cumbersome because of how advanced and customizable the system is.* A lot of plugins are not available on the Cloud Instance.* Automation triggers don't seem to always work as expected. Can take some work to get emails to get triggered properly.* Missing some featuresthat we used from SolarWinds. We've found workarounds for most, but it would still be nice to have them native.",,,4,5,5,,,,1,-1,0,0,-1,0,0,1,1,0
Jira Service Management,Good basic ticketing system,"It's a good, solidly built ticketing system.",It is easy to see what has happened on a ticket and bringing my colleagues in to comment or assist is really easy.,"There are some little quirks with emailing from a ticket that can be a bit annoying, i.e. if you just click reply you can add images but if you click to reply to customer you can't. But that's a minor annoyance and one that I can work around.",4,4,,4,,7,1,0,1,0,1,0,-1,0,0,0
Jira Service Management,best way to manage tasks and projects,i really recommend jira service management in every company or every team work. it orginizes the work and the tasks and it is vey easy to use,The capacity to lead team members and tasks across multiple geographies and industries.,"To be honest, there's not much there. Everything works flawlessly, and Atlassian is a customer-focused company that constantly gathers feedback and helps improve it.",4,5,4,5,,9,1,0,0,0,1,0,0,1,0,0
Jira Service Management,buon tool per la coordinazione delle attività,Pros:mi è piaciuto il fatto che consente di organizzare le diverse task coinvolgendo tutte le funzioni,Cons:potrebbero rendere di più facile utilizzo l'interfaccia grafica,,4,4,,4,,7,1,0,0,0,-1,0,0,0,1,0
Jira Service Management,Submit a request for any hardware/software or office related queries has never been so easy.,Pros:Easy to use.Plenty of options to select.It has improved the way we request hardware or software or even when we have an IT issue with our devices.It sends a ticket directly to the team/people in charge of resolving these queries in that way the information is not lost in transit.,"Cons:There is none so far, I like it pretty much the way it is so far.",,5,5,,5,5,10,1,0,1,0,1,0,1,0,0,0
Jira Service Management,Highly productive management software,Pros:Features and functions to manage tasks and sub-tasks,"Cons:Since there are quite a bit of features, which is good, but it took some time to learn and get used to them.",,5,5,,5,5,10,1,0,0,0,0,0,0,0,1,0
Jira Service Management,Very complete tool,"Overall, this tools meets the need for creating a ticketing system.",Jira Service desk comes with a lot of features that will allow you to have enough flexibility to meet your workflow needs. Customization is possible extensively to integrate your own processes into it.,"Flexibility comes with complexity. It is a very flexible software that you can customize, however, the customization part can be challenging sometimes.",5,3,,5,,8,1,0,0,0,0,0,0,0,-1,0
Jira Service Management,Good but a little complicated tool,We are using Jira to create issues and track the request assigned to different team members.,It's a good tool to track your tickets and projects you are working on. The entire Gantt chart flow is really good and helps you keep yourself updated with the projects and issues at hand.,"For any new person, it will decent amount to time to understand and start using the software at a decent level.",4,3,,4,,9,1,0,1,0,0,0,-1,0,0,0
Jira Service Management,JIRA Software Experience Review,"Pros:I love the design, its very good for me and I also love that is has a useful metrics that are easy to configure and very easy to use.",Cons:The portal for costumer is not that great maybe the developers can improve this. And it only supports one language,,4,4,4,5,4,8,0,0,0,0,-1,0,0,1,1,0
Jira Service Management,"A lot of features that make it sluggish, difficult, and frustrating to use","Pros:When it comes to team planning, I quite enjoy the degree of control you can have the phases and hierarchies that may be developed inside the same project or job. I believe that is highly valuable and required for tasks that demand a high degree of detail.",Cons:It was a little challenging because there are so many options and modifications that can be done using JIRA. It feel really slow as there are a lot of repetitive empty fields that needs to be filled every time that are mostly the same.,,4,3,,5,3,7,-1,0,0,0,0,0,0,0,1,0
Jira Service Management,Manage your issues,Pros:Its very easy to manage your tickets and tasks,Cons:The site takes some getting use to. It didn't feel super user friendly when I first started using it.,,5,4,,4,,7,1,0,0,0,-1,0,0,0,0,0
Jira Service Management,Perfect for project management!,Pros:Very easy adding tasks for team and changing status. I like that we can add coments for the taska and delete fills to every coment. Work is more clear.,Cons:Alerts should be seperate for every project. When i have few project and people add coments I have some problems to see which project is ready or where i have comments from my collegues.,,5,5,5,5,5,9,1,0,1,0,0,0,1,0,0,-1
Jira Service Management,Good software but improvement is required,Pros:Our company uses this software half years. We use Jira Service Desk for support our customers. Jira Service Desk helps us store and process customer requests. Synchronized with Jira Software that allows to save time and quickly created a asks for developers.,Cons:Jira Service Desk don't have synchronized with Telephony. Reports cannot be uploaded in tabular form to Word and Excel,,4,4,,4,3,7,1,0,1,0,1,0,-1,0,0,1
Jira Service Management,Review as user,Pros:Efficiency in managing service requests and streamlining communication.,Cons:Complexity and a steeper learning curve for new users.,,5,5,,4,,8,1,0,1,0,0,0,0,0,-1,0
Jira Service Management,Ticketing structuré,Pros:Outil très intuitif pour gérer des demandes auprès de développeurs grâce aux statuts d'évolution,"Cons:Si on crée une arborescence complexe, on peut rapidement se perdre",,5,5,,5,,9,-1,0,1,0,0,0,0,0,0,0
Jira Service Management,Easy way to track tickets,Pros:Easy to open and follow tickets. Mobile app is great for notifying when your tickets have been updated.,Cons:Requires IT team to setup a lot of the features which is hard to get completed. Wish it could be more out of the box ready.,,4,3,5,3,4,,1,0,0,0,0,0,1,0,-1,0
Jira Service Management,Excellent tool for managing software development and other tasks,Managing sprints and product owner processes,"Supporting the agile way of working, including collaboration on topics",For our purpuses nothing is missing in the software.,5,5,,4,,7,0,0,0,0,0,0,0,0,0,0
Jira Service Management,Technical Support Analyst that uses JIRA to interact and monitor activity with Product Engineers.,Pros:Ease of use.Search functionalityNotification systemProfessional feelCustomizationAccess of reports,"Cons:Until you put in time to customize the look, it start off being cluttered, but this is easily corrected.",,5,4,4,4,4,,1,0,1,0,0,0,1,1,-1,0
Jira Service Management,JIRA management service,Pros:Very good tool for product management easy to use it contains several interesting features,Cons:Good software I don't see a weak point as such,,5,5,,5,,9,1,0,0,0,1,1,0,0,0,0
Jira Service Management,JIRA Service Desk for internal and external customer support.,"Initially we started out with JIRA Service Desk for our external customer product offerings. Previously we had been using email and our support teams wanted a better way to work. This proved to be quite a successful deployment and provided a much better customer experience for everyone.JIRA was used on product development so it made sense to use JIRA Service Desk for customer support and link both support and development activities. This has been a big advantage for us.We're now implementing JIRA Service Desk for our internal operations across I.T, Human Resources and Finance because it's straight forward to use and cost effective at scale. After comparing all of the offerings big and small, we're implementing JIRA Service Desk for 4000 staff and 250 agents.",,,4,5,5,,,,1,1,0,0,1,0,0,0,0,1
Jira Service Management,A lifesaver for Project Managers,Pros:The customizations and visibility of project status it provides to everybody.,Cons:Integration with other software could have been better-GIT.,,3,3,3,4,3,7,0,0,1,0,0,-1,0,0,1,0
Jira Service Management,Most flexible service desk,"Pros:The easy customization and personalizing the workflows in JIRA make the product powerful, We have tailormade the workflows for our business processes and case management","Cons:In-app guides can be very helpful to easily get things done , Also it will be helpful for the agents to get into speed",,4,3,3,5,4,7,0,0,0,0,0,-1,0,0,1,0
Jira Service Management,Amazing Service,Pros:The User interface is very user-friendly and organized.,Cons:Jira needs more customization features.,,5,5,5,5,5,10,1,0,0,0,1,0,0,0,-1,0
Jira Service Management,Un'ecosistema completo,"Pros:Jira è molto completo e una delle cose più belle è l'integrazione con tutto l'ecosistema Atlassian, inserire ticket direttamente come task nella gestione del progetto per i programmatori, è una delle cose più utili",Cons:Se il numero degli utilizzatori aumenta... il prezzo lievita,,5,4,5,5,4,8,1,0,0,0,0,1,0,-1,0,0
Jira Service Management,Great way for multi-department ticket processing!,"Pros:Can be viewed by anyone, easily connected to Salesforce","Cons:Comment thread is a bit long, hoping overall layout can be improved",,5,4,,5,,10,-1,0,0,0,1,0,0,0,0,1
Jira Service Management,Flexible Customizible and Integrated,Integration and flexibility,Fully customize. You can get everything and can fully customize according your needs. Wide complimentary range of productsand all fully integrated.,"1. Price2. Need a time for customization, however this is a normal for this kind of system. You my forget after a wile how you customize specific things,",5,4,5,5,4,9,-1,0,0,0,0,1,0,0,1,0
Jira Service Management,Jira,Pros:Asignación de tickets a la persona idónea,Cons:Cierre y reapertura en los tickets. Proceso mejorable,,3,5,,3,,6,1,0,-1,0,0,0,0,0,0,0
Jira Service Management,Jira Service,We can generate the reports regarding pending and completed tickets,"Software is easy to use and to send requests. It is also easy to track the progress. Can reopen the completed tickets, if required.","In order to explain the query, we must type a lot of information. Over the phone we can explain easily.",3,4,,3,,7,1,0,1,0,0,0,0,1,0,-1
Jira Service Management,Not easy at all to share boards with people from other companies,Its a pain. Filters are a mess. Notifications are awful.With webhooks I was able to do a workaround: https://www.afterbanks.com/guboard/calendario/?email=david@afterbanks.com,Near imposible. We had to open another Jira account and pay twice.,ComplexComplexComplexComplex Complex Complex Complex Complex Complex Complex Complex Complex,4,1,,2,2,4,-1,0,-1,0,0,0,-1,-1,-1,0
Jira Service Management,Straight-forward customer incident software,"I am really satisfied with Jira Service desk, now my customer incidents are in order and easy to track.","It is flexible and easy to set up. It took about two hours to set up a site to manage customer feedback. Even though it is meant for software industry, I have a bike shop, and with a little bit of custom fields it takes care of my warranty management cases.","Probably the least attractive feature is the search. It works really well, but you will have to learn how to use it.",5,4,5,4,5,8,1,0,1,0,1,-1,0,0,1,0
Jira Service Management,Brings your servicedesk to a new level,Pros:If you're a bit experienced with Jira then its really not hard to learn Jira Service desk. It provides many automatic services that make ur life easier.,"Cons:Its sometimes hard to personalize Jira service desk to ur own servicedesk, for the simple servicedesk on the other hand its a great implementation",,4,4,3,5,3,7,1,1,0,0,0,1,0,0,-1,0
Jira Service Management,JIRA Service Management Review,"In general, it is good to manage some tickets and interact with the client",Jira is really good at integrating with other tools and it is a really efficient issue tracking,Jira has bit complex setup and sometimes it has some performance issues,4,4,,4,,7,-1,0,0,0,0,1,0,0,0,0
Jira Service Management,Great upgrade,"Pros:Easy of use and, of course, the whole Jira stack.",Cons:Difficult to integrate with our CRM and with other tools.,Switched From:HubSpot Service Hub,4,5,,4,4,7,0,-1,0,0,0,1,0,0,0,0
Jira Service Management,Nice,"Jira is a good solution with many use cases like bug tracking, issue tracking, task management and project management.","Jira is a good solution for managing support requests, available on-prem and on-cloud.",The management of labels is a bit confusing.,4,4,4,4,4,7,1,0,0,1,0,-1,0,0,0,1
Jira Service Management,Had a lot of trouble getting the permissions set correctly but actual use has been smooth.,Pros:The integration with JIRA and Confluence has allowed us to easily integrate our instances and train users.,"Cons:It has been really difficult to figure permissions out. I think more information in the instructions would be great. For example, if you don't see the Queues option, _____ may not be right.",,4,2,3,3,3,7,0,0,0,0,0,1,0,0,-1,0
Jira Service Management,Great way to manage feature sprints!,Great overview of task pending with our programming team. Extremely helpful to keep track of sprints. Learning curve is relatively low.,"Really helpful, can be used within seconds, no complicated functionalities.","At the beginning, it might be a bit complicated to get used to all what you can do, but this is the case with most software..",5,4,4,5,5,9,1,0,1,0,0,0,0,0,-1,0
Jira Service Management,Easy to Use,"Pros:It's very easy to use and learn, especially if you already use other Atlassian products. It integrates well and had many areas to customize.",Cons:It could be more helpful if there was a higher level of control of the workflows so that users could make them highly custom and the perfect fit.,,3,4,3,4,3,6,-1,0,0,0,0,1,0,0,1,0
Jira Service Management,Sistema que facilita e otimiza a gestão do trabalho,"Pros:O software é extremamente fácil de se utilizar, ferramentas de gestão e resolução, utilizo muito também na abertura de chamados, vinculados ao sistema da CVC Corp empresa que utiliza em larga escala tal software.","Cons:O tempo de resposta em relação a uma demanda foi um pouco longo, contudo era algo complexo, mas foi solucionado, baita recursos, recomendo muito.",,5,5,5,5,5,10,1,0,-1,0,1,0,0,0,0,1
Jira Service Management,Best Project Management Software with great integrations,"Pros:Lots of integrations with development tools. Some of them are Bitbucket(PR and commit references), Hipchat(Stride), Fabric(Crashlytics), HockeyApp and many more.",Cons:the response time and loading speed sometimes can be laggy or slow and expensive for small companies,,5,5,5,5,5,10,-1,0,0,0,0,1,0,0,0,0
Jira Service Management,Very intuitive tool with friendly UI for maximum agent experience,Pros:The SLA functionality and queues and very helpful. I also like how the projects are customizable and appreciate the built in automation functionality.,Cons:More options for SLA start and stop timings. Also also for sorting through the UI instead of JQL if possible.,,5,5,5,5,5,,-1,0,0,1,0,0,0,0,1,0
Jira Service Management,Service Desk improves our process in handling customer requests,The Service Desk helps our team track a flood of incoming requests and make sure that none fall through the cracks. We love how it integrates with our our project tracking and documentation tools: Jira and Confluence.The price jump from 3 agents to 4 is substantial. I would really like to see an in-between pricing for a team of about 5 agents.Service Desk solves the problem of managing both internal and external requests so that there is a well defined process in dealing with them. It also tracks our response times so that we know everyone is getting attention instead of the squeaky wheel gets the grease.,,,5,5,5,,,,1,0,1,-1,0,1,0,0,0,0
Jira Service Management,Se ha convertido en imprescindible,"Pros:Es algo basico para mejorar la comunicación en la empresa,escalar incidencias y solucionarlas",Cons:Se puede mejorar la interfaz de la aplicacion para que sea mas sencilla e intuitiva,,4,5,,5,,6,1,0,1,0,0,0,0,0,-1,0
Jira Service Management,Easy to use Zendesk replacement,Zendesk replacement for Atlassian integration,Easy of use is the best feature. Easy to transition from Zendesk and good integration with other Atlassian products.,Time consuming to set up. Also time consuming for transitioning but that will happen with any product change.,3,5,5,3,4,8,-1,0,0,0,0,1,0,0,1,0
Jira Service Management,Best ticketing tool I worked upon till now,"Pros:Its SLA reminding time is best, and analysis with graphical tools(pie charts...) is attractive.","Cons:Its pricing is little bit higher as compared to other tools, but they give good UI",,4,5,4,5,5,8,0,0,0,1,0,0,0,1,-1,0
Jira Service Management,Excellent product for Project Management,Overall satisfied with the product and feature,It is easy to manage all the projects in the pipeline and also the upcoming projects,"Some features are not user friendly, but we can manage",5,4,5,5,5,9,-1,0,0,0,0,0,0,0,1,1
Jira Service Management,Jira Service Center - The turnaround story.,"I am a Jira user of about 6 years, so of course I wanted to use it for my Service Desk instead of paying 19 a month for Freshdesk... Well, the pricing structure was terrible when it was release.They regrouped on version 2, re priced it and it is a GREAT product.Had it up and running in an hour, would go back.LOVE the customer portal, clean and effective.",under 10 agents is only $10 a year for the service desk and $10 a year for Jira if you host your own.,"Have to use another system for Remote Control, but I already use Screenconnect, so not a problem.",5,,,,,,1,0,0,0,1,0,0,1,0,-1
Jira Service Management,Plugin development for Service Desk,"Pros:Seems to bind well with Jira CoreLot of options on who and how to engage (Request Participants, Organizations, Approvers)",Cons:Bad / no documentation (at least for developing)Limited public API (I hope that this is something that will be improved),,3,3,,3,,,1,0,0,0,0,-1,0,1,0,0
Jira Service Management,Good Project Management Tool,Good Tool for project management,Very user friendly and simple to useAble to manage project issues/ bugs in simple way,There are no cons with the toolvery user friendly,5,5,5,5,5,10,1,0,1,0,0,0,0,0,0,0
Jira Service Management,JIRA Service Management Review,"Pros:Been using it for bug tracking, project and ticket tracking. Nice GUI and user friendly.",Cons:Haven't come across any issues with JIRA Service Management so far.,,4,4,,4,,8,1,0,1,0,1,0,0,0,0,0
Jira Service Management,Super service,"Pros:When we had network issues or login credential problems, we would post to the board on Jira.Overall, really good experience.",Cons:Sometimes repsonse times were a little slow and we would have to follow up a few times.,,3,3,,4,,7,1,0,-1,0,0,1,0,0,0,0
Jira Service Management,good application very practical,Pros:application that allowed us to manage the problems on the development of the software.,Cons:the update of the info is not easily accessible by other services.,,5,5,5,5,5,7,1,0,1,0,0,0,-1,0,0,0
Jira Service Management,Love Service Desk?,"I actually do not love service desk at all. Yeah it's great for creating simple end user tickets. But the lack of:- users being unable able to edit tickets (unless its a comment)- can't skin it the way I want- help center can't be skinned at all- it's ugly- the SLA's suck (maybe I just don't understand them)For the money I paid, and for what I have i feel its grossly over priced.Oh yeah and the fact that I was reached out to by 3 members of atlassian to find out why I didn't like and then when I sent my replies no one ever reached back out.It blows straight and simple.",,,1,3,1,,,,-1,0,-1,-1,0,0,0,-1,0,0
Jira Service Management,Solution Service Desk Service,Pros:So easy customized and really helpful for improvement working process. Very recommended to using this,Cons:It's not relevant for small business because the price is expensive enough. But it's really good for overall,,4,4,3,4,4,8,0,0,0,0,-1,1,0,0,1,0
Jira Service Management,A very good service management software,"Pros:The ease of use, very good interface, robust notification system, team split, many good features.","Cons:Nothing so far, it does what is intended to do.",,5,5,5,5,5,10,1,0,1,0,0,0,1,0,0,0
Jira Service Management,Easy to use for both end users and agents,"Pros:I love the UI and overall end user experience, and its very easy to train agents. Also great support from atlassian.","Cons:I think the approval feature could use more options, such as one user of multiple users able to approve.",,5,5,5,4,5,10,1,0,0,0,1,0,0,0,-1,0
Jira Service Management,Good ticketing system,"Pros:Jira service Management is a good ticketing tools, easy to setup if you already have JIRA","Cons:When you start Service Management, it's create lot of default value that you don't really need",,5,3,,4,5,8,1,0,0,0,1,0,0,0,-1,0
Jira Service Management,Very disappointed with the product,"Ever since we started to use, we hit on so many bugs that in my opinion this product is not yet matured and Atlassian have been very poor in handling the bugs/suggestion request. Infact a lot of bugs are categorized as Suggestions. I would not recommend this product to anyone even if it's free.Unless Atlassian gets a grip on the huge backlog of tickets and improve their communication channel over the tickets.","Vendor ResponseBy Atlassian on December 10, 2014We're very sorry to hear about your experience. We'd like to continue the conversation with you personally and help resolve your issues as best we can.","Vendor ResponseBy Atlassian on December 10, 2014",1,2,1,,,,-1,0,-1,0,0,0,0,-1,0,0
Jira Service Management,A great tool to improve efficiency,Pros:The ease of use and automation. It allowed to streamline processes,Cons:Nothing not to like it vastly improved everything it touched,,5,5,,5,5,10,0,1,0,0,0,0,0,0,1,0
Jira Service Management,My Feedback,Pros:I like being able to expose the project to non-licensed users and support a broad customer base.,"Cons:- Search for customers is too rudimentary- Not able to pre-populate fields on form entry- Customer view page layout lacks details- Unable to use fields like the project field since the customer is not a licensed user.- Cost per service desk license on top of jira software license is high- Assigning organizations to customers is not easily accomplished- Through REST API, the name field for customer is populated with a global id versus a name",,3,2,,2,1,4,-1,-1,-1,-1,1,0,-1,0,-1,1
Jira Service Management,Resenha sobre o Jira -Excelente programa,"O jira é um excelente produto, me ajuda muito no dia a dia.","O jira tem muitos recursos úteis no meu dia a dia, desde o compartilhamento de ideias a gestão de conhecimento, ele agrega muito em meu trabalho.","Não tenho ressalvas negativas, apenas achei que poderia ser um pouco mais intuitivo.",5,4,5,4,5,10,1,0,0,0,0,1,0,0,-1,0
Jira Service Management,a good way to know the time you work,Pros:Its really easy to use and get the exact time you work,Cons:the design is not intuitive and you can get a little lost at first uses,,3,3,4,4,4,7,-1,0,0,0,0,0,0,1,0,0
Jira Service Management,JIRA Service Management Review,"Pros:A great and user friendly solution, I highly recommend it.",Cons:So far I haven't encountered any problems using this tool.,,5,5,5,5,5,9,0,0,0,0,0,0,0,0,0,0
Jira Service Management,Excellent product for managing projects with teams,This product is very good to help our company manage our projects and organise who is doing what. Highly recommended,- easy to use and simple to set up- Can be used by many people at once- easy to tag people and colleagues,"Nothing really negative found as yet, very good product for me. Very happy with what it does. No complaints",5,5,,5,,9,1,0,0,0,0,0,0,1,0,0
Jira Service Management,Funcionalidades Jira,Pros:A facilidade em abrir chamados para outras áreas da empresa,Cons:Até o momento sem contras sobre o software,,5,5,,5,,10,1,0,0,0,0,0,0,0,0,0
Jira Service Management,Gran herramienta para manejo de tickets,Pros:Es facil e intuitivo y permite trabajar en equipo,Cons:Es un poco complejo al principio pero luego va mejor,,4,2,,5,,8,1,0,-1,0,1,0,0,0,0,0
Jira Service Management,Service Desk,Very Good.,The easy of use and all the plugins available in the marketplace to complement the base functionality,"The reports section, it's a little bit limited.",5,5,5,4,4,9,0,0,0,0,0,1,0,-1,1,0
Jira Service Management,"great solution, needs an admin overhaul","Used to manage software development and other processes in house, the solution is versatile and easy to bring into your Agile environment.Once you get over the initial, unavoidable arguments over issue types, workflows, etc. the day-to-day use is absolutely painless.Basic reporting is easy and it's easy to monitor your Service Desk SLAs.Fantastic solution that ties nicely into its core platform.",- Simple setup- Easy to use- Fantastic support- Excellent basic reporting,"- Costly- Writing advanced or custom reports is difficult - there is not a lot of control over reporting on internally set fields, etc. without really digging into the base application's APIs",4,5,5,,3,,1,0,1,-1,0,0,0,1,-1,0
Jira Service Management,JIRA Service Desk,"JIRA Service Desk has allowed our internal support team to quickly manage issues raised by employees. When we deployed Service Desk, we had about 300 employees. Our company has more than doubled since then and we have continued to maintain our SLA with ease.We are in the process of migrating our Service Desk to server version 2.5.3. Our current cloud instance does not have Customer Portal capabilities; looking forward to the efficiency increases once we migrate to the latest and greatest.",,,4,3,3,,,,1,0,1,1,-1,0,0,0,1,-1
Jira Service Management,"Highly Customizable, Overcomplicated","Pros:Wide range of features, easy collaboration",Cons:Permissions and Settings are TOO fine-grained,,2,1,3,4,,4,1,0,0,0,1,0,0,0,-1,0
Jira Service Management,Quality review of Jira Service,"Pros:- Best ticket management system available in the APP market.- stage management very flexible, easily add watchers on task/ticket- always on alert for any small changes","Cons:- attachment facility,no need to show in bottom of task.",,5,5,,5,5,10,0,1,1,0,0,-1,1,0,0,0
Jira Service Management,Jira HelpDesk Management,Pros:The interface is quite successful and convenient,Cons:The app has no features I don't like....,,3,3,4,4,3,6,0,0,0,0,1,0,0,0,0,0
Jira Service Management,"Pretty good offering, with some room for improvement.","Service Desk is a really easy to use, easy to get started add-on for JIRA.We have benefited greatly from having it in our organization, as it not only provides IT Helpdesk ticketing, but also a sales, service, and facility maintenance ticketing as well.I enjoyed talking to the Service Desk developers at the Atlassian Hub at Summit, and certainly gave them some of my ideas on what would make this an even greater, more extensible product.Overall, 5 out of 5 stars.",,,5,5,4,,,,1,-1,0,0,1,-1,0,1,0,0
Jira Service Management,JIRA Service Desk makes life simple for IT and Helpdesk group.,"Customer Portal, Automation Rules, Powerful SLAs, and Queues.",JSD is useful in making the administrations extremely organised and IT/ Helpdesk tickets are handled effectively with JIRA Service Desk. The customer portal is the best feature of JSD.,The limitatations on customization of the customer portal is the only drawback of JIRA Service Desk.,5,5,5,5,5,9,0,0,0,0,1,0,1,0,-1,0
Jira Service Management,Service Desk is a fantastic simplification of the JIRA experience for end users.,"Combine the simplicity of Confluence and the usability of JIRA and you get Service Desk.A tool that allows for us to surface Confluence content while tickets are created and when that doesn't solve the issue the user is then unencumbered by the traditional JIRA UI and instead serviced by a clean no-frills experience.I drop 1 star for licensing costs, they've improved by moving to the agent model but it shouldn't be an issue for most as it's now a more traditional setup.",,,4,5,5,,,,1,0,0,0,1,1,0,-1,0,0
Jira Service Management,Simplifying my support task,Pros:I love its user-friendly interface and its automation. It has very good ticket management. Making and observing reports is much easier when using it.,Cons:It was costly for us when we used it for the startup company.,,4,4,,3,,8,1,0,1,0,0,0,0,1,0,0
